"dose_def","family","var","label","estimator","estimate","se_analytic","se_boot","d_std","p","q","p_tost","q_tost","class3","n_old","n_new","n_pairs","funnel_ratio","funnel_ratio_supported","funnel_zero_denom","funnel_sparse_gt1","funnel_ncat","exclude_flag","count_exclude","filter_mismatch","nr_routing_flag","routing_followup"
"exact","B_itemnonresp","DQ108","w5問8_意識項目8","ssm",-0.00367,0.00688,0.00736,-0.0269,0.6183,0.9944,0.01324,0.02361,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ108","w5問8_意識項目8","ec",-0.00321,0.00561,0.00608,-0.0236,0.5975,0.9876,0.002884,0.004037,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ108","w5問8_意識項目8","ec_adj",-0.00307,NA,0.00597,-0.0225,0.6073,0.9937,0.00227,0.003178,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ109","w5問9_意識項目9","naive",-0.00279,0.0054,0.00572,-0.0197,0.6254,0.9663,0.001305,0.002229,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ109","w5問9_意識項目9","sm",-0.00175,0.0065,0.00742,-0.0123,0.8141,0.9419,0.006961,0.009841,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ109","w5問9_意識項目9","ssm",0.00049,0.00665,0.00731,0.0035,0.9463,0.9944,0.003796,0.009727,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ109","w5問9_意識項目9","ec",1e-04,0.00571,0.00592,7e-04,0.9864,0.9876,0.0003872,0.000968,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ109","w5問9_意識項目9","ec_adj",0.00033,NA,0.00588,0.0023,0.9555,0.9937,0.0004086,0.001021,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ110","w5問10_意識項目10","naive",0.00078,0.00525,0.00482,0.0055,0.872,0.9765,3.378e-05,0.0001539,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ110","w5問10_意識項目10","sm",0.00321,0.00608,0.0058,0.0228,0.5807,0.9419,0.001907,0.004344,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ110","w5問10_意識項目10","ssm",0.00583,0.00607,0.00616,0.0415,0.3444,0.8722,0.01073,0.02,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ110","w5問10_意識項目10","ec",-0.00049,0.00551,0.00462,-0.0035,0.9162,0.9876,1.22e-05,7.118e-05,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ110","w5問10_意識項目10","ec_adj",-4e-04,NA,0.00476,-0.0029,0.9323,0.9937,1.889e-05,9.443e-05,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ111","w5問11_意識項目11","naive",-0.00939,0.00593,0.00694,-0.0622,0.1757,0.8785,0.06318,0.06642,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ111","w5問11_意識項目11","sm",-0.01596,0.00804,0.00948,-0.1057,0.09227,0.9419,0.335,0.335,"undetermined",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ111","w5問11_意識項目11","ssm",-0.01819,0.0089,0.01056,-0.1205,0.08502,0.591,0.432,0.432,"undetermined",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ111","w5問11_意識項目11","ec",-0.0089,0.00618,0.007,-0.059,0.2032,0.9876,0.05639,0.06168,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ111","w5問11_意識項目11","ec_adj",-0.00908,NA,0.00696,-0.0602,0.1917,0.9937,0.05822,0.06368,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ112","w5問12_意識項目12","naive",-0.00191,0.00502,0.00529,-0.0145,0.7178,0.9663,0.0003175,0.000666,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ112","w5問12_意識項目12","sm",0.0064,0.00489,0.00591,0.0485,0.2786,0.9419,0.01063,0.01453,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ112","w5問12_意識項目12","ssm",0.00978,0.00488,0.00592,0.0741,0.09866,0.591,0.04225,0.05413,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ112","w5問12_意識項目12","ec",-0.00088,0.00534,0.00545,-0.0067,0.871,0.9876,0.0002264,0.0006096,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ112","w5問12_意識項目12","ec_adj",-0.00078,NA,0.00543,-0.0059,0.8853,0.9937,0.0001987,0.0005474,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ113","w5問13_意識項目13","naive",-0.00732,0.00575,0.00502,-0.0496,0.1449,0.8785,0.005761,0.007381,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ113","w5問13_意識項目13","sm",0.00134,0.00602,0.00579,0.0091,0.8166,0.9419,0.0006294,0.002867,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ113","w5問13_意識項目13","ssm",0.00049,0.00665,0.00699,0.0033,0.9439,0.9944,0.002624,0.008276,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ113","w5問13_意識項目13","ec",-0.00458,0.00605,0.00516,-0.031,0.3753,0.9876,0.001414,0.002604,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ113","w5問13_意識項目13","ec_adj",-0.00428,NA,0.00502,-0.029,0.3939,0.9937,0.0008676,0.001768,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ114","w5問14_意識項目14","naive",-0.00354,0.00537,0.00561,-0.0252,0.5287,0.9663,0.00168,0.002551,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ114","w5問14_意識項目14","sm",-0.00249,0.00647,0.00708,-0.0178,0.7249,0.9419,0.006688,0.009794,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ114","w5問14_意識項目14","ssm",-0.00036,0.00663,0.00694,-0.0026,0.9586,0.9944,0.002316,0.007914,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ114","w5問14_意識項目14","ec",-0.00557,0.00568,0.00564,-0.0397,0.3238,0.9876,0.005277,0.006596,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ114","w5問14_意識項目14","ec_adj",-0.00514,NA,0.00569,-0.0367,0.3663,0.9937,0.004532,0.005759,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ115","w5問15_意識項目15","naive",0.00182,0.00515,0.00483,0.0131,0.707,0.9663,8.307e-05,0.0002838,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ115","w5問15_意識項目15","sm",0.00148,0.00631,0.00562,0.0106,0.7928,0.9419,0.0004897,0.002619,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ115","w5問15_意識項目15","ssm",0.00059,0.00701,0.00659,0.0043,0.9282,0.9944,0.001624,0.006659,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ115","w5問15_意識項目15","ec",0.00073,0.00546,0.00528,0.0052,0.8905,0.9876,0.0001314,0.0004952,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ115","w5問15_意識項目15","ec_adj",0.00091,NA,0.00522,0.0066,0.8617,0.9937,0.0001284,0.0004495,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ116","w5問16_意識項目16","naive",-5e-05,0.00509,0.00521,-4e-04,0.9925,0.9925,6.349e-05,0.0002366,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ116","w5問16_意識項目16","sm",0.00134,0.00602,0.00693,0.0099,0.8465,0.9419,0.003544,0.006055,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ116","w5問16_意識項目16","ssm",0.00092,0.00667,0.00713,0.0068,0.8976,0.9944,0.003719,0.009727,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ116","w5問16_意識項目16","ec",0.0031,0.00543,0.00587,0.0229,0.5978,0.9876,0.001983,0.002891,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ116","w5問16_意識項目16","ec_adj",0.00302,NA,0.00589,0.0223,0.6083,0.9937,0.001978,0.002929,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ117","w5問17_意識項目17","naive",0.0024,0.00489,0.00448,0.0181,0.5923,0.9663,4.331e-05,0.0001776,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ117","w5問17_意識項目17","sm",0.00517,0.00553,0.00493,0.0391,0.2934,0.9419,0.001307,0.004143,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ117","w5問17_意識項目17","ssm",0.00988,0.00536,0.00546,0.0747,0.07002,0.591,0.03184,0.04351,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ117","w5問17_意識項目17","ec",0.00243,0.00521,0.0046,0.0184,0.5973,0.9876,6.74e-05,0.0002949,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ117","w5問17_意識項目17","ec_adj",0.00219,NA,0.00469,0.0165,0.6408,0.9937,7.325e-05,0.0003205,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ118","w5問18_意識項目18","naive",-0.00199,0.00488,0.00495,-0.0156,0.6869,0.9663,0.0001357,0.0003972,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ118","w5問18_意識項目18","sm",-0.00164,0.00593,0.00593,-0.0128,0.7819,0.9419,0.0009783,0.004011,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ118","w5問18_意識項目18","ssm",-0.00089,0.00624,0.00593,-0.0069,0.8809,0.9944,0.000634,0.003714,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ118","w5問18_意識項目18","ec",-0.00461,0.00521,0.00531,-0.036,0.3858,0.9876,0.001875,0.002891,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ118","w5問18_意識項目18","ec_adj",-0.00436,NA,0.00544,-0.034,0.4229,0.9937,0.002009,0.002929,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ119","w5問19_意識項目19","naive",0.00506,0.00438,0.00472,0.0417,0.2833,0.9663,0.0007747,0.001381,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ119","w5問19_意識項目19","sm",0.00195,0.00574,0.0063,0.0161,0.7565,0.9419,0.002088,0.004506,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ119","w5問19_意識項目19","ssm",0.00615,0.00567,0.0066,0.0506,0.3514,0.8722,0.01795,0.02726,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ119","w5問19_意識項目19","ec",0.00313,0.00479,0.00478,0.0258,0.5125,0.9876,0.0002078,0.0006096,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ119","w5問19_意識項目19","ec_adj",0.00325,NA,0.00474,0.0267,0.4929,0.9937,0.0002033,0.0005474,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ120","w5問20_意識項目20","naive",-0.01227,0.00651,0.00642,-0.0742,0.0559,0.8785,0.1142,0.1142,"undetermined",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ120","w5問20_意識項目20","sm",-0.0126,0.00812,0.00901,-0.0762,0.1616,0.9419,0.2057,0.2109,"undetermined",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ120","w5問20_意識項目20","ssm",-0.01308,0.00901,0.00949,-0.0791,0.1683,0.6544,0.2329,0.2387,"undetermined",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ120","w5問20_意識項目20","ec",-0.01638,0.00674,0.00634,-0.0991,0.009779,0.2934,0.2843,0.2843,"undetermined",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ120","w5問20_意識項目20","ec_adj",-0.01562,NA,0.0062,-0.0945,0.01181,0.3544,0.24,0.24,"undetermined",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ121","w5問21_意識項目21","naive",-0.00055,0.00547,0.00557,-0.0038,0.9207,0.9765,0.0002391,0.0005946,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ121","w5問21_意識項目21","sm",0.00395,0.0061,0.00548,0.0272,0.4711,0.9419,0.001712,0.004344,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ121","w5問21_意識項目21","ssm",0.00838,0.00615,0.00549,0.0577,0.127,0.591,0.01722,0.02726,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ121","w5問21_意識項目21","ec",0.00092,0.00575,0.00578,0.0064,0.8731,0.9876,0.0004846,0.00106,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ121","w5問21_意識項目21","ec_adj",0.00137,NA,0.00562,0.0094,0.808,0.9937,0.0004564,0.001042,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ122","w5問22_意識項目22","naive",-0.00567,0.00604,0.00606,-0.0361,0.3494,0.9663,0.008962,0.0105,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ122","w5問22_意識項目22","sm",-0.00185,0.00701,0.00662,-0.0118,0.7798,0.9419,0.003048,0.005434,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ122","w5問22_意識項目22","ssm",-0.00304,0.00756,0.00679,-0.0194,0.6545,0.9944,0.006221,0.01342,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ122","w5問22_意識項目22","ec",-0.00418,0.00632,0.00665,-0.0266,0.5296,0.9876,0.00863,0.01042,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ122","w5問22_意識項目22","ec_adj",-0.00421,NA,0.00667,-0.0269,0.5274,0.9937,0.008962,0.01082,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ123","w5問23_意識項目23","naive",-0.00324,0.00525,0.00462,-0.0237,0.4829,0.9663,0.0001453,0.0003972,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ123","w5問23_意識項目23","sm",-0.00324,0.00645,0.00549,-0.0236,0.5555,0.9419,0.001134,0.004143,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ123","w5問23_意識項目23","ssm",-0.00357,0.00722,0.00575,-0.026,0.535,0.952,0.002116,0.007886,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ123","w5問23_意識項目23","ec",-0.00412,0.00554,0.00492,-0.0301,0.4016,0.9876,0.0006208,0.001278,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ123","w5問23_意識項目23","ec_adj",-0.00443,NA,0.00499,-0.0323,0.3749,0.9937,0.0009095,0.001768,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ124","w5問24_意識項目24","naive",-0.00055,0.00547,0.00487,-0.0038,0.9094,0.9765,3.268e-05,0.0001539,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ124","w5問24_意識項目24","sm",-0.00124,0.00677,0.00708,-0.0085,0.8611,0.9419,0.004026,0.006602,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ124","w5問24_意識項目24","ssm",-0.00058,0.00731,0.008,-0.004,0.942,0.9944,0.007639,0.01491,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ124","w5問24_意識項目24","ec",-0.00027,0.00577,0.00487,-0.0019,0.9556,0.9876,2.582e-05,0.0001291,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ124","w5問24_意識項目24","ec_adj",-4e-05,NA,0.00474,-3e-04,0.9937,0.9937,1.272e-05,7.422e-05,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ125","w5問25_意識項目25","naive",-0.00087,0.00492,0.00517,-0.0067,0.8656,0.9765,0.0001071,0.0003377,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ125","w5問25_意識項目25","sm",0.00467,0.00519,0.00549,0.0359,0.3952,0.9419,0.002613,0.005045,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ125","w5問25_意識項目25","ssm",0.00861,0.00531,0.00525,0.0661,0.1015,0.591,0.01505,0.02572,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ125","w5問25_意識項目25","ec",-9e-05,0.00527,0.00565,-7e-04,0.9876,0.9876,0.0002102,0.0006096,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ125","w5問25_意識項目25","ec_adj",5e-05,NA,0.00559,3e-04,0.9935,0.9937,0.0001807,0.0005474,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ126","w5問26_意識項目26","naive",-0.00777,0.00562,0.00512,-0.0541,0.1294,0.8785,0.008503,0.01025,"equivalent",2682,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ126","w5問26_意識項目26","sm",-0.01053,0.00728,0.00702,-0.0734,0.1339,0.9419,0.08883,0.09843,"equivalent",2682,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ126","w5問26_意識項目26","ssm",-0.01296,0.0082,0.00789,-0.0903,0.1007,0.591,0.1861,0.1957,"undetermined",2347,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ127","w5問27_意識項目27","naive",-0.00143,0.00582,0.00587,-0.0093,0.8071,0.9765,0.0007734,0.001381,"equivalent",2682,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ127","w5問27_意識項目27","sm",-0.00073,0.00704,0.00733,-0.0048,0.9205,0.9714,0.004291,0.006766,"equivalent",2682,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ127","w5問27_意識項目27","ssm",-0.00539,0.0081,0.00865,-0.0351,0.5334,0.952,0.04567,0.05507,"equivalent",2347,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ128","w5問28_意識項目28","naive",-0.0042,0.00548,0.00463,-0.0295,0.3643,0.9663,0.0003249,0.000666,"equivalent",2682,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ128","w5問28_意識項目28","sm",-0.00904,0.00731,0.00695,-0.0634,0.1932,0.9419,0.05731,0.06527,"equivalent",2682,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ128","w5問28_意識項目28","ssm",-0.00922,0.00801,0.0076,-0.0647,0.2251,0.788,0.07823,0.08669,"equivalent",2347,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ129","w5問29_意識項目29","naive",-0.00442,0.00572,0.00589,-0.0296,0.4532,0.9663,0.004047,0.005353,"equivalent",2682,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ129","w5問29_意識項目29","sm",-0.00025,0.00654,0.0071,-0.0017,0.9714,0.9714,0.002707,0.005045,"equivalent",2682,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ129","w5問29_意識項目29","ssm",-0.00143,0.00728,0.00759,-0.0096,0.8501,0.9944,0.00722,0.0148,"equivalent",2347,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ130","w5問30_意識項目30","naive",-0.00407,0.00508,0.0054,-0.0309,0.4508,0.9663,0.001582,0.002551,"equivalent",2682,963,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ130","w5問30_意識項目30","sm",-0.00164,0.00593,0.00611,-0.0124,0.7883,0.9419,0.001331,0.004143,"equivalent",2682,578,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ130","w5問30_意識項目30","ssm",0.00082,0.00629,0.00633,0.0062,0.8975,0.9944,0.001222,0.005567,"equivalent",2347,493,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ131","w5問31_事実項目31","naive",-0.00103,0.00461,0.00429,-0.0085,0.8093,0.9765,4.898e-06,2.869e-05,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ131","w5問31_事実項目31","sm",-0.00103,0.00565,0.00578,-0.0085,0.8585,0.9419,0.0005111,0.002619,"equivalent",2682,578,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ131","w5問31_事実項目31","ssm",0.00071,0.00589,0.00611,0.0059,0.907,0.9944,0.000796,0.004079,"equivalent",2347,493,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ131","w5問31_事実項目31","ec",-0.00183,0.00494,0.00501,-0.015,0.7151,0.9876,0.0001415,0.0004952,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
"exact","B_itemnonresp","DQ131","w5問31_事実項目31","ec_adj",-0.00179,NA,0.00495,-0.0147,0.7183,0.9937,0.0001178,0.0004495,"equivalent",2682,963,2682,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
